"Year","State_Abbr","State","Binge_Drinking_Prevalence","Legalized","Bachelors_Rate","Median_Age","Urbanization_Rate","Legalization_Year","G","State_ID"
2018,"DE","Delaware",16.4,0,31.3,41.1,0.84208,NA,0,8
2018,"DC","District of Columbia",24.4,1,60.4,33.9,1,2014,2014,9
2018,"FL","Florida",15.8,0,30.4,42.2,0.91788,NA,0,10
2018,"GA","Georgia",14.5,0,31.9,36.8,0.73486,NA,0,11
2018,"HI","Hawaii",19.2,0,33.5,39.3,0.85698,NA,0,12
2018,"ID","Idaho",15.1,0,27.7,36.8,0.66898,NA,0,13
2018,"IL","Illinois",19.5,0,35.1,38.3,0.86652,NA,0,14
2018,"IN","Indiana",16.2,0,27.1,37.8,0.7222,NA,0,15
2018,"IA","Iowa",22.6,0,29,38.1,0.63169,NA,0,16
2018,"KS","Kansas",15.8,0,33.8,37.1,0.71715,NA,0,17
2018,"KY","Kentucky",14.7,0,24.8,39.1,0.58491,NA,0,18
2018,"LA","Louisiana",17.1,0,24.3,37.3,0.71958,NA,0,19
2018,"ME","Maine",16.9,1,31.5,45.1,0.36093,2016,2016,20
2018,"MD","Maryland",13.6,0,40.8,38.8,0.85996,NA,0,21
2018,"MA","Massachusetts",19.8,1,44.5,39.5,0.91324,2016,2016,22
2018,"MI","Michigan",18.2,0,29.6,39.8,0.71668,NA,0,23
2018,"MN","Minnesota",20.3,0,36.7,38.2,0.69056,NA,0,24
2018,"MS","Mississippi",12.7,0,23.2,37.7,0.47063,NA,0,25
2018,"MO","Missouri",17.6,0,29.5,38.8,0.69394,NA,0,26
2018,"MT","Montana",18,0,31.7,40.1,0.51964,NA,0,27
2018,"NE","Nebraska",21.2,0,32.4,36.7,0.70968,NA,0,28
2018,"NV","Nevada",15,1,24.9,38.2,0.93664,2016,2016,29
2018,"NH","New Hampshire",16.2,0,36.8,43.1,0.56206,NA,0,30
2018,"NJ","New Jersey",13.5,0,40.8,40,0.94213,NA,0,31
2018,"NM","New Mexico",14.6,0,27.7,38.1,0.74239,NA,0,32
2018,"NY","New York",16.5,0,37.2,39,0.85479,NA,0,33
2018,"NC","North Carolina",14.7,0,31.9,38.9,0.6547,NA,0,34
2018,"ND","North Dakota",22,0,29.7,35.4,0.59958,NA,0,35
2018,"OH","Ohio",15.8,0,29,39.5,0.78144,NA,0,36
2018,"OK","Oklahoma",13,0,25.6,36.7,0.64897,NA,0,37
2018,"OR","Oregon",15.9,1,34,39.6,0.79447,2014,2014,38
2018,"PA","Pennsylvania",17,0,31.8,40.8,0.76203,NA,0,39
2018,"RI","Rhode Island",16.5,0,34.4,40,0.9081,NA,0,40
2018,"SC","South Carolina",15.1,0,28.3,39.7,0.67863,NA,0,41
2018,"SD","South Dakota",21.3,0,29.2,37.2,0.565,NA,0,42
2018,"TN","Tennessee",14.3,0,27.5,38.9,0.6573,NA,0,43
2018,"TX","Texas",17.4,0,30.3,34.9,0.82969,NA,0,44
2018,"UT","Utah",10.6,0,34.9,31,0.87518,NA,0,45
2018,"VT","Vermont",16.5,1,38.7,43.1,0.31542,2016,2016,46
2018,"VA","Virginia",15.5,0,39.3,38.3,0.73333,NA,0,47
2018,"WA","Washington",14.7,1,36.7,37.7,0.82497,2012,2012,48
2018,"WV","West Virginia",12.1,0,21.3,42.8,0.45957,NA,0,49
2018,"WI","Wisconsin",23.8,0,30,39.6,0.64919,NA,0,50
2018,"WY","Wyoming",17.4,0,26.9,38.5,0.60851,NA,0,51
2019,"AL","Alabama",12.4,0,26.3,39.4,0.57952,NA,0,1
2019,"AK","Alaska",15.9,1,30.2,35,0.5996,2014,2014,2
2019,"AZ","Arizona",15,0,30.2,38.3,0.88888,NA,0,3
2019,"AR","Arkansas",13.7,0,23.3,38.8,0.5468,NA,0,4
2019,"CA","California",16.8,1,35,37,0.93447,2016,2016,5
2019,"CO","Colorado",18.2,1,42.7,37.1,0.84302,2012,2012,6
2019,"CT","Connecticut",15.6,0,39.8,41.2,0.86619,NA,0,7
2019,"DE","Delaware",17.2,0,33.2,41.4,0.84291,NA,0,8
2019,"DC","District of Columbia",24.8,1,59.7,34.3,1,2014,2014,9
2019,"FL","Florida",15.8,0,30.7,42.4,0.91873,NA,0,10
2019,"GA","Georgia",15.7,0,32.5,37.2,0.73436,NA,0,11
2019,"HI","Hawaii",17.3,0,33.6,39.6,0.85221,NA,0,12
2019,"ID","Idaho",16.6,0,28.7,36.9,0.66885,NA,0,13
2019,"IL","Illinois",19.9,0,35.8,38.6,0.86502,NA,0,14
2019,"IN","Indiana",15.6,0,26.9,38,0.72099,NA,0,15
2019,"IA","Iowa",21.6,0,29.3,38.5,0.63129,NA,0,16
2019,"KS","Kansas",17.4,0,34,37.2,0.71547,NA,0,17
2019,"KY","Kentucky",15.4,0,25.1,39.2,0.58554,NA,0,18
2019,"LA","Louisiana",18.9,0,25,37.7,0.71823,NA,0,19
2019,"ME","Maine",17,1,33.2,45.1,0.36256,2016,2016,20
2019,"MD","Maryland",13.8,0,40.9,39,0.85852,NA,0,21
2019,"MA","Massachusetts",19.1,1,45,39.7,0.91316,2016,2016,22
2019,"MI","Michigan",17.9,0,30,39.8,0.71645,NA,0,23
2019,"MN","Minnesota",20.7,0,37.3,38.4,0.68965,NA,0,24
2019,"MS","Mississippi",13.4,0,22.3,38.3,0.46806,NA,0,25
2019,"MO","Missouri",16.8,0,30.2,38.9,0.69397,NA,0,26
2019,"MT","Montana",20.7,0,33.6,40.5,0.51937,NA,0,27
2019,"NE","Nebraska",20.9,0,33.2,36.8,0.70989,NA,0,28
2019,"NV","Nevada",16.8,1,25.7,38.4,0.93684,2016,2016,29
2019,"NH","New Hampshire",16.7,0,37.6,43,0.56239,NA,0,30
2019,"NM","New Mexico",14.8,0,27.7,38.6,0.74131,NA,0,32
2019,"NY","New York",16.7,0,37.8,39.2,0.85472,NA,0,33
2019,"NC","North Carolina",13.5,0,32.3,39.1,0.65601,NA,0,34
2019,"ND","North Dakota",22.2,0,30.4,35.5,0.60285,NA,0,35
2019,"OH","Ohio",17.5,0,29.3,39.6,0.7798,NA,0,36
2019,"OK","Oklahoma",12.7,0,26.2,37,0.64814,NA,0,37
2019,"OR","Oregon",17.5,1,34.5,39.7,0.79468,2014,2014,38
2019,"PA","Pennsylvania",16.9,0,32.3,40.8,0.76036,NA,0,39
2019,"RI","Rhode Island",18.2,0,34.8,40.1,0.90853,NA,0,40
2019,"SC","South Carolina",15.9,0,29.6,39.9,0.68023,NA,0,41
2019,"SD","South Dakota",21.2,0,29.7,37.7,0.5665,NA,0,42
2019,"TN","Tennessee",14.4,0,28.7,39,0.65744,NA,0,43
2019,"TX","Texas",17.9,0,30.8,35.1,0.82966,NA,0,44
2019,"UT","Utah",11.2,0,34.8,31.2,0.87627,NA,0,45
2019,"VT","Vermont",18.3,1,38.7,42.8,0.31355,2016,2016,46
2019,"VA","Virginia",15.3,0,39.6,38.5,0.73368,NA,0,47
2019,"WA","Washington",14.1,1,37,37.9,0.82501,2012,2012,48
2019,"WV","West Virginia",12.4,0,21.1,42.9,0.45686,NA,0,49
2019,"WI","Wisconsin",21.9,0,31.3,39.9,0.64729,NA,0,50
2019,"WY","Wyoming",17.7,0,29.1,38.1,0.60682,NA,0,51
2020,"AL","Alabama",13.2,0,26.9,39.2,0.57908,NA,0,1
2020,"AK","Alaska",17.8,1,31.5,34.6,0.59999,2014,2014,2
2020,"AZ","Arizona",14.3,0,31.3,37.9,0.88939,NA,0,3
2020,"AR","Arkansas",14.4,0,24.3,38.3,0.54673,NA,0,4
2020,"CA","California",16,1,35.6,36.7,0.93422,2016,2016,5
2020,"CO","Colorado",17.9,1,43.6,36.9,0.84435,2012,2012,6
2020,"CT","Connecticut",14.3,0,41,41.1,0.86472,NA,0,7
2020,"DE","Delaware",14.3,0,34.4,41,0.84373,NA,0,8
2020,"DC","District of Columbia",22.7,1,61.4,34.1,1,2014,2014,9
2020,"FL","Florida",13.5,0,32,42.2,0.91958,NA,0,10
2020,"GA","Georgia",13.9,0,33.6,36.9,0.73385,NA,0,11
2020,"HI","Hawaii",15.7,0,34.5,39.4,0.84744,NA,0,12
2020,"ID","Idaho",14.4,0,29.7,36.6,0.66871,NA,0,13
2020,"IL","Illinois",13,0,36.5,38.3,0.86353,NA,0,14
2020,"IN","Indiana",15.7,0,27.9,37.8,0.71978,NA,0,15
2020,"IA","Iowa",21.5,0,29.9,38.3,0.6309,NA,0,16
2020,"KS","Kansas",17,0,34.7,36.9,0.71379,NA,0,17
2020,"KY","Kentucky",14.4,0,26.1,39,0.58617,NA,0,18
2020,"LA","Louisiana",18.6,0,25.7,37.2,0.71687,NA,0,19
2020,"ME","Maine",14.4,1,34.6,44.8,0.36418,2016,2016,20
2020,"MD","Maryland",12.3,0,41.7,38.8,0.85708,NA,0,21
2020,"MA","Massachusetts",15.8,1,45.8,39.6,0.91308,2016,2016,22
2020,"MI","Michigan",17.4,0,30.9,39.8,0.71621,NA,0,23
2020,"MN","Minnesota",18.4,0,38.1,38.1,0.68873,NA,0,24
2020,"MS","Mississippi",13.4,0,23.6,37.7,0.46549,NA,0,25
2020,"MO","Missouri",16.8,0,31,38.7,0.694,NA,0,26
2020,"MT","Montana",19.7,0,34.2,40.1,0.51909,NA,0,27
2020,"NE","Nebraska",20.4,0,33.8,36.6,0.7101,NA,0,28
2020,"NV","Nevada",17.2,1,26.7,38.2,0.93704,2016,2016,29
2020,"NH","New Hampshire",16,0,38.9,43,0.56272,NA,0,30
2020,"NJ","New Jersey",15.2,0,42.2,40,0.94036,NA,0,31
2020,"NM","New Mexico",14.2,0,28.9,38.1,0.74022,NA,0,32
2020,"NY","New York",14.7,0,38.9,39,0.85464,NA,0,33
2020,"NC","North Carolina",14.1,0,33.6,38.9,0.65733,NA,0,34
2020,"ND","North Dakota",20.8,0,31.1,35.2,0.60613,NA,0,35
2020,"OH","Ohio",16.3,0,30,39.5,0.77816,NA,0,36
2020,"OK","Oklahoma",11.6,0,27.1,36.7,0.64732,NA,0,37
2020,"OR","Oregon",16.2,1,35.4,39.5,0.7949,2014,2014,38
2020,"PA","Pennsylvania",16.8,0,33.4,40.9,0.75869,NA,0,39
2020,"RI","Rhode Island",15.1,0,35.7,40,0.90897,NA,0,40
2020,"SC","South Carolina",15.7,0,30.6,39.7,0.68183,NA,0,41
2020,"SD","South Dakota",17.9,0,30.7,37.2,0.568,NA,0,42
2020,"TN","Tennessee",14.1,0,29.6,38.8,0.65757,NA,0,43
2020,"TX","Texas",16.4,0,32,34.8,0.82963,NA,0,44
2020,"UT","Utah",11.3,0,35.8,31.1,0.87735,NA,0,45
2020,"VT","Vermont",17.6,1,41.6,42.8,0.31168,2016,2016,46
2020,"VA","Virginia",14.8,0,40.7,38.4,0.73403,NA,0,47
2020,"WA","Washington",15.4,1,38,37.8,0.82504,2012,2012,48
2020,"WV","West Virginia",11.2,0,22.6,42.7,0.45415,NA,0,49
2020,"WI","Wisconsin",22.8,0,31.9,39.6,0.64539,NA,0,50
2020,"WY","Wyoming",16.4,0,29.2,38,0.60514,NA,0,51
2021,"AL","Alabama",12.5,0,27.4,39.8,0.57908,NA,0,1
2021,"AK","Alaska",17.5,1,32.8,35.6,0.59999,2014,2014,2
2021,"AZ","Arizona",15.9,0,32.4,38.6,0.88939,NA,0,3
2021,"AR","Arkansas",12.7,0,25.3,38.5,0.54673,NA,0,4
2021,"CA","California",15,1,36.2,37.6,0.93422,2016,2016,5
2021,"CO","Colorado",18.7,1,44.4,37.6,0.84435,2012,2012,6
2021,"CT","Connecticut",13.6,0,42.1,41.1,0.86472,NA,0,7
2021,"DE","Delaware",12.9,0,35.6,41.6,0.84373,NA,0,8
2021,"DC","District of Columbia",22.5,1,63,34.8,1,2014,2014,9
2021,"GA","Georgia",14.5,0,34.6,37.5,0.73385,NA,0,11
2021,"HI","Hawaii",16.6,0,35.3,40.2,0.84744,NA,0,12
2021,"ID","Idaho",14,0,30.7,37.3,0.66871,NA,0,13
2021,"IL","Illinois",14.8,0,37.1,39,0.86353,NA,0,14
2021,"IN","Indiana",15.4,0,28.9,38.2,0.71978,NA,0,15
2021,"IA","Iowa",20.1,0,30.5,38.5,0.6309,NA,0,16
2021,"KS","Kansas",17.7,0,35.4,37.3,0.71379,NA,0,17
2021,"KY","Kentucky",12.6,0,27,39.1,0.58617,NA,0,18
2021,"LA","Louisiana",17.2,0,26.4,38,0.71687,NA,0,19
2021,"ME","Maine",15.2,1,36,44.7,0.36418,2016,2016,20
2021,"MD","Maryland",13,0,42.5,39.3,0.85708,NA,0,21
2021,"MA","Massachusetts",16.2,1,46.6,39.9,0.91308,2016,2016,22
2021,"MI","Michigan",16.1,0,31.7,40.2,0.71621,NA,0,23
2021,"MN","Minnesota",17.9,0,38.9,38.8,0.68873,NA,0,24
2021,"MS","Mississippi",12.5,0,24.8,38.6,0.46549,NA,0,25
2021,"MO","Missouri",16.6,0,31.7,39.2,0.694,NA,0,26
2021,"MT","Montana",20.5,0,34.8,40.1,0.51909,NA,0,27
2021,"NE","Nebraska",19.5,0,34.4,37.2,0.7101,NA,0,28
2021,"NV","Nevada",12.7,1,27.6,38.7,0.93704,2016,2016,29
2021,"NH","New Hampshire",14.6,0,40.2,43.1,0.56272,NA,0,30
2021,"NJ","New Jersey",14.6,0,43.1,40.3,0.94036,NA,0,31
2021,"NM","New Mexico",13.2,0,30.1,39.1,0.74022,NA,0,32
2021,"NY","New York",14.9,0,39.9,39.8,0.85464,NA,0,33
2021,"NC","North Carolina",15.3,0,34.9,39.4,0.65733,NA,0,34
2021,"ND","North Dakota",20.8,0,31.7,35.8,0.60613,NA,0,35
2021,"OH","Ohio",16.8,0,30.7,39.6,0.77816,NA,0,36
2021,"OK","Oklahoma",11.9,0,27.9,37.2,0.64732,NA,0,37
2021,"OR","Oregon",15.8,1,36.3,40.1,0.7949,2014,2014,38
2021,"PA","Pennsylvania",15.3,0,34.5,40.9,0.75869,NA,0,39
2021,"RI","Rhode Island",17.3,0,36.5,40.6,0.90897,NA,0,40
2021,"SC","South Carolina",15,0,31.5,40.2,0.68183,NA,0,41
2021,"SD","South Dakota",19.6,0,31.7,37.6,0.568,NA,0,42
2021,"TN","Tennessee",14.2,0,30.5,39.2,0.65757,NA,0,43
2021,"TX","Texas",16.4,0,33.1,35.5,0.82963,NA,0,44
2021,"UT","Utah",11.8,0,36.8,31.8,0.87735,NA,0,45
2021,"VT","Vermont",17,1,44.4,42.9,0.31168,2016,2016,46
2021,"VA","Virginia",15.4,0,41.8,38.8,0.73403,NA,0,47
2021,"WA","Washington",15.2,1,39,38.2,0.82504,2012,2012,48
2021,"WV","West Virginia",11.6,0,24.1,42.8,0.45415,NA,0,49
2021,"WI","Wisconsin",21.9,0,32.5,40.1,0.64539,NA,0,50
2021,"WY","Wyoming",15.9,0,29.2,39,0.60514,NA,0,51
2022,"AL","Alabama",12.74,0,28.8,39.6,0.57908,NA,0,1
2022,"AK","Alaska",17.86,1,30.6,35.9,0.59999,2014,2014,2
2022,"AZ","Arizona",17.28,0,33,38.8,0.88939,NA,0,3
2022,"AR","Arkansas",15.87,0,25.4,38.9,0.54673,NA,0,4
2022,"CA","California",17.54,1,37,37.9,0.93422,2016,2016,5
2022,"CO","Colorado",19.19,1,45.9,37.7,0.84435,2012,2012,6
2022,"CT","Connecticut",15.78,0,41.9,40.9,0.86472,NA,0,7
2022,"DE","Delaware",13.95,0,36.5,41.5,0.84373,NA,0,8
2022,"DC","District of Columbia",25.91,1,65.4,34.9,1,2014,2014,9
2022,"FL","Florida",14.71,0,34.3,42.7,0.91958,NA,0,10
2022,"GA","Georgia",14.43,0,34.7,37.6,0.73385,NA,0,11
2022,"HI","Hawaii",18.19,0,35.4,40.8,0.84744,NA,0,12
2022,"ID","Idaho",15.51,0,32.3,37.5,0.66871,NA,0,13
2022,"IL","Illinois",17.11,0,37.7,39.1,0.86353,NA,0,14
2022,"IN","Indiana",14.5,0,29.6,38.2,0.71978,NA,0,15
2022,"IA","Iowa",21.52,0,32.3,38.9,0.6309,NA,0,16
2022,"KS","Kansas",17.04,0,35.6,37.6,0.71379,NA,0,17
2022,"KY","Kentucky",12.78,0,27.9,39.4,0.58617,NA,0,18
2022,"LA","Louisiana",16.86,0,27.1,38.2,0.71687,NA,0,19
2022,"ME","Maine",15.35,1,36.1,45.1,0.36418,2016,2016,20
2022,"MD","Maryland",13.48,0,43.8,39.7,0.85708,NA,0,21
2022,"MA","Massachusetts",17.24,1,46.6,40.3,0.91308,2016,2016,22
2022,"MI","Michigan",17.02,0,32.1,40.3,0.71621,NA,0,23
2022,"MN","Minnesota",19.71,0,39.1,39,0.68873,NA,0,24
2022,"MS","Mississippi",13.5,0,24.8,38.9,0.46549,NA,0,25
2022,"MO","Missouri",18.76,0,32.2,39.1,0.694,NA,0,26
2022,"MT","Montana",21.63,0,34.6,40.2,0.51909,NA,0,27
2022,"NE","Nebraska",19.34,0,34.7,37.4,0.7101,NA,0,28
2022,"NV","Nevada",17.58,1,27,39,0.93704,2016,2016,29
2022,"NH","New Hampshire",17,0,41.3,43.3,0.56272,NA,0,30
2022,"NJ","New Jersey",15.45,0,43.5,40.4,0.94036,NA,0,31
2022,"NM","New Mexico",15.28,0,30.5,39.4,0.74022,NA,0,32
2022,"NY","New York",16.6,0,40,40,0.85464,NA,0,33
2022,"NC","North Carolina",16.56,0,35.9,39.2,0.65733,NA,0,34
2022,"ND","North Dakota",22.84,0,31.8,36.2,0.60613,NA,0,35
2022,"OH","Ohio",18.31,0,32,39.9,0.77816,NA,0,36
2022,"OK","Oklahoma",13.54,0,28.5,37.1,0.64732,NA,0,37
2022,"OR","Oregon",17.99,1,36.3,40.5,0.7949,2014,2014,38
2022,"PA","Pennsylvania",17.03,0,35.1,40.9,0.75869,NA,0,39
2022,"RI","Rhode Island",17.12,0,39.6,40.7,0.90897,NA,0,40
2022,"SC","South Carolina",16.48,0,32.6,40.5,0.68183,NA,0,41
2022,"SD","South Dakota",19.38,0,31.6,38.5,0.568,NA,0,42
2022,"TN","Tennessee",15.12,0,31.1,39.2,0.65757,NA,0,43
2022,"TX","Texas",16.5,0,33.9,35.6,0.82963,NA,0,44
2022,"UT","Utah",12.82,0,37.9,32.1,0.87735,NA,0,45
2022,"VT","Vermont",18.11,1,44.2,43.2,0.31168,2016,2016,46
2022,"VA","Virginia",16.77,0,42.2,39,0.73403,NA,0,47
2022,"WA","Washington",15.74,1,39.5,38.4,0.82504,2012,2012,48
2022,"WV","West Virginia",13.71,0,24.8,42.9,0.45415,NA,0,49
2022,"WI","Wisconsin",20.27,0,33.2,40.4,0.64539,NA,0,50
2022,"WY","Wyoming",18.42,0,29.6,39.1,0.60514,NA,0,51
2023,"AL","Alabama",12.87,0,28.9,39.6,0.57908,NA,0,1
2023,"AK","Alaska",16.98,1,32.2,36.5,0.59999,2014,2014,2
2023,"AZ","Arizona",14.46,0,33.5,39.3,0.88939,NA,0,3
2023,"AR","Arkansas",13.5,0,26.2,38.9,0.54673,NA,0,4
2023,"CA","California",14.16,1,37.5,38.2,0.93422,2016,2016,5
2023,"CO","Colorado",17.99,1,46.4,37.9,0.84435,2012,2012,6
2023,"CT","Connecticut",14.79,0,42.9,41.5,0.86472,NA,0,7
2023,"DE","Delaware",13.62,0,36.5,42,0.84373,NA,0,8
2023,"DC","District of Columbia",27.12,1,65.9,34.9,1,2014,2014,9
2023,"FL","Florida",14.3,0,34.9,42.8,0.91958,NA,0,10
2023,"GA","Georgia",13.94,0,35.4,37.9,0.73385,NA,0,11
2023,"HI","Hawaii",18.25,0,37,41.4,0.84744,NA,0,12
2023,"ID","Idaho",14.82,0,32.1,37.8,0.66871,NA,0,13
2023,"IL","Illinois",18.13,0,38.3,39.5,0.86353,NA,0,14
2023,"IN","Indiana",15.21,0,30.2,38.3,0.71978,NA,0,15
2023,"IA","Iowa",20.52,0,31.5,39.1,0.6309,NA,0,16
2023,"KS","Kansas",16.04,0,35.8,37.9,0.71379,NA,0,17
2023,"LA","Louisiana",15.93,0,27,38.7,0.71687,NA,0,19
2023,"ME","Maine",15.04,1,37,44.9,0.36418,2016,2016,20
2023,"MD","Maryland",12.9,0,43.7,39.8,0.85708,NA,0,21
2023,"MA","Massachusetts",16.43,1,47.8,40.3,0.91308,2016,2016,22
2023,"MI","Michigan",15.16,0,32.7,40.5,0.71621,NA,0,23
2023,"MN","Minnesota",17.03,0,40,39.1,0.68873,NA,0,24
2023,"MS","Mississippi",13.09,0,25.5,39.3,0.46549,NA,0,25
2023,"MO","Missouri",16.27,0,33.2,39.3,0.694,NA,0,26
2023,"MT","Montana",19.5,0,34.6,40.6,0.51909,NA,0,27
2023,"NE","Nebraska",19.05,0,35.3,37.4,0.7101,NA,0,28
2023,"NV","Nevada",15.89,1,28.7,39.4,0.93704,2016,2016,29
2023,"NH","New Hampshire",15.51,0,40.7,43.4,0.56272,NA,0,30
2023,"NJ","New Jersey",14.58,0,43.8,40.4,0.94036,NA,0,31
2023,"NM","New Mexico",12.52,0,31.6,39.9,0.74022,NA,0,32
2023,"NY","New York",14.89,0,40.6,40.2,0.85464,NA,0,33
2023,"NC","North Carolina",13.61,0,36.8,39.4,0.65733,NA,0,34
2023,"ND","North Dakota",21.2,0,33.6,36.3,0.60613,NA,0,35
2023,"OH","Ohio",15.59,0,32,39.9,0.77816,NA,0,36
2023,"OK","Oklahoma",13.68,0,28.7,37.1,0.64732,NA,0,37
2023,"OR","Oregon",14.47,1,37.7,40.7,0.7949,2014,2014,38
2023,"RI","Rhode Island",16.38,0,39,40.8,0.90897,NA,0,40
2023,"SC","South Carolina",14.46,0,32.9,40.5,0.68183,NA,0,41
2023,"SD","South Dakota",19.84,0,33.3,38.5,0.568,NA,0,42
2023,"TN","Tennessee",13.59,0,31.7,39.1,0.65757,NA,0,43
2023,"TX","Texas",16.96,0,34.2,35.9,0.82963,NA,0,44
2023,"UT","Utah",11.92,0,38.4,32.3,0.87735,NA,0,45
2023,"VT","Vermont",15.71,1,43.7,43.7,0.31168,2016,2016,46
2023,"VA","Virginia",13.03,0,42.4,39.3,0.73403,NA,0,47
2023,"WA","Washington",15.58,1,40.5,38.6,0.82504,2012,2012,48
2023,"WV","West Virginia",12.49,0,24,42.8,0.45415,NA,0,49
2023,"WI","Wisconsin",18.43,0,33.8,40.5,0.64539,NA,0,50
2023,"WY","Wyoming",14.52,0,30.4,39.3,0.60514,NA,0,51
